period,电厂名称,机组编号,第1段出力(MW),第1段报价(元/MWh),第2段出力(MW),第2段报价(元/MWh),第3段出力(MW),第3段报价(元/MWh)
89,金陵电厂,#1机组,150.0,270.000,90.0,300.000,71.8,350.000
89,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
89,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
89,龙潭电厂,#2机组,0.0,370.000,,,,
89,龙潭电厂,#3机组,0.0,410.000,,,,
90,金陵电厂,#1机组,150.0,270.000,90.0,300.000,55.5,350.000
90,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
90,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
90,龙潭电厂,#2机组,0.0,370.000,,,,
90,龙潭电厂,#3机组,0.0,410.000,,,,
91,金陵电厂,#1机组,150.0,270.000,90.0,300.000,41.5,350.000
91,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
91,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
91,龙潭电厂,#2机组,0.0,370.000,,,,
91,龙潭电厂,#3机组,0.0,410.000,,,,
92,金陵电厂,#1机组,150.0,270.000,90.0,300.000,29.5,350.000
92,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
92,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
92,龙潭电厂,#2机组,0.0,370.000,,,,
92,龙潭电厂,#3机组,0.0,410.000,,,,
93,金陵电厂,#1机组,150.0,270.000,90.0,300.000,19.6,350.000
93,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
93,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
93,龙潭电厂,#2机组,0.0,370.000,,,,
93,龙潭电厂,#3机组,0.0,410.000,,,,
94,金陵电厂,#1机组,150.0,270.000,90.0,300.000,11.6,350.000
94,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
94,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
94,龙潭电厂,#2机组,0.0,370.000,,,,
94,龙潭电厂,#3机组,0.0,410.000,,,,
95,金陵电厂,#1机组,150.0,270.000,90.0,300.000,5.2,350.000
95,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
95,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
95,龙潭电厂,#2机组,0.0,370.000,,,,
95,龙潭电厂,#3机组,0.0,410.000,,,,
96,金陵电厂,#1机组,150.0,270.000,90.0,300.000,0.1,350.000
96,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
96,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
96,龙潭电厂,#2机组,0.0,370.000,,,,
96,龙潭电厂,#3机组,0.0,410.000,,,,
