period,电厂名称,机组编号,第1段出力(MW),第1段报价(元/MWh),第2段出力(MW),第2段报价(元/MWh),第3段出力(MW),第3段报价(元/MWh)
89,金陵电厂,#1机组,150.0,150.000,90.0,180.000,71.8,220.000
89,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
89,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
89,龙潭电厂,#2机组,0.0,230.000,,,,
89,龙潭电厂,#3机组,0.0,260.000,,,,
90,金陵电厂,#1机组,150.0,150.000,90.0,180.000,55.5,220.000
90,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
90,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
90,龙潭电厂,#2机组,0.0,230.000,,,,
90,龙潭电厂,#3机组,0.0,260.000,,,,
91,金陵电厂,#1机组,150.0,150.000,90.0,180.000,41.5,220.000
91,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
91,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
91,龙潭电厂,#2机组,0.0,230.000,,,,
91,龙潭电厂,#3机组,0.0,260.000,,,,
92,金陵电厂,#1机组,150.0,150.000,90.0,180.000,29.5,220.000
92,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
92,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
92,龙潭电厂,#2机组,0.0,230.000,,,,
92,龙潭电厂,#3机组,0.0,260.000,,,,
93,金陵电厂,#1机组,150.0,150.000,90.0,180.000,19.6,220.000
93,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
93,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
93,龙潭电厂,#2机组,0.0,230.000,,,,
93,龙潭电厂,#3机组,0.0,260.000,,,,
94,金陵电厂,#1机组,150.0,150.000,90.0,180.000,11.6,220.000
94,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
94,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
94,龙潭电厂,#2机组,0.0,230.000,,,,
94,龙潭电厂,#3机组,0.0,260.000,,,,
95,金陵电厂,#1机组,150.0,150.000,90.0,180.000,5.2,220.000
95,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
95,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
95,龙潭电厂,#2机组,0.0,230.000,,,,
95,龙潭电厂,#3机组,0.0,260.000,,,,
96,金陵电厂,#1机组,150.0,150.000,90.0,180.000,0.1,220.000
96,金陵电厂,#2机组,120.0,170.000,130.0,210.000,,
96,龙潭电厂,#1机组,100.0,190.000,0.0,240.000,,
96,龙潭电厂,#2机组,0.0,230.000,,,,
96,龙潭电厂,#3机组,0.0,260.000,,,,
